url, 1
https://swiatinf.webd.pro/zdjecia/, 1
https://wdestaques11.a-liquidacao-imperdiveis-ate-durar-estoque.com/destaques/370/produto/134219606/lavadora-de-roupas-brastemp-15kg-bwn15-titanio, 1
https://mayalatexcostarica.com/nmm/auto/enterpassword.php?KFKL431583419711abb2cb1b7ea892348af94423f69f968babb2cb1b7ea892348af94423f69f968babb2cb1b7ea892348af94423f69f968babb2cb1b7ea892348af94423f69f968babb2cb1b7ea892348af94423f69f968b&amp;AP___=pkim@microfocus.com&amp;error=, 1
https://mayalatexcostarica.com/nmm/auto/enterpassword.php?5i34G315834197129dc88c8b64e1fbcde5875db5af511bdb9dc88c8b64e1fbcde5875db5af511bdb9dc88c8b64e1fbcde5875db5af511bdb9dc88c8b64e1fbcde5875db5af511bdb9dc88c8b64e1fbcde5875db5af511bdb&amp;AP___=cprusher@churchs.com&amp;error=, 1
https://onistech.com/ss/auto/enterpassword.php?0i30G31583, 1
http://noadx.net:8888/redirect?s=4937593&amp;at=4&amp;rt=api&amp;s1=bmconv_20200305163303_058ff470_46a5_41a7_9136_3a544077746d&amp;s2=59363_227&amp;s3=&amp;s4=&amp;s5=, 1
http://confidentfoundation.com/wrk/PDFJkw/8gzilvhfek2b78tfcd9sgrpc.php?43eHF91583431308043c7df8b3d748942408b09a33893634043c7df8b3d748942408b09a33893634043c7df8b3d748942408b09a33893634043c7df8b3d748942408b09a33893634043c7df8b3d748942408b09a33893634&email=blah@blah.com, 1
http://confidentfoundation.com/wrk/PDFJkw/index.php?email=blah@blah.com, 1
http://alishacondobkk.com/Chase/Chasewithemail/login.php, 1
http://mithracare.com/doccusign/docusign/DocuSign/u.php, 1
https://skhnin.com/css/files/bankofamerica.com/boa/info.php?cmd=login_submit&amp;id=6a94b29ac3b0d1a9a342c1857b66c4de6a94b29ac3b0d1a9a342c1857b66c4de&amp;session=6a94b29ac3b0d1a9a342c1857b66c4de6a94b29ac3b0d1a9a342c1857b66c4de, 1
https://signin.ebay.co.uk-wsebayisapidllsigninru872309982.heretodo.tk/, 1
http://sieck-kuehlsysteme.de/userdata/images/Produktion/login?email=nobody@mycraftmail.com, 1
http://sieck-kuehlsysteme.de/userdata/images/Produktion/login/?email=nobody@mycraftmail.com, 1
http://paypal-support-update-account.blogspot.com/, 1
http://bradescosempre.com, 1
https://oplac24.org/F1IZhEII/hLXcBaR, 1
http://bcpzonasequralbeta.bcpbeta.com, 1
https://www.marathontrack.com/ox2/login.html?cmd=login_submit&amp;id=55b53c12967dd5426af982bd515d4f0155b53c12967dd5426af982bd515d4f01&amp;session=55b53c12967dd5426af982bd515d4f0155b53c12967dd5426af982bd515d4f01, 1
https://adaptivesocialmedia.com/updatebillingacc/index.html, 1
https://sanjoy.in/WFdghedheveeee/, 1
https://charlotteraine.com/bt/, 1
http://magazine-mega-ofertas.com/produto/identificacao/, 1
https://serverserviclngwebbnvt.tk/webmail/index.php, 1
https://serverserviclngwebbnvt.ml/webmail/index.php, 1
https://serverserviclngwebbnvt.gq/webmail/index.php, 1
https://serverserviclngwebbnvt.ga/webmail/index.php, 1
https://server-roundcubesupport.tk/roundcube/index.php, 1
https://server-roundcubesupport.gq/roundcube/index.php, 1
https://server-roundcubesupport.ga/roundcube/index.php, 1
https://rep-purinfos.ddns.net/france/, 1
http://buddinosaur.com/wp-admin/signin/customer_center/customer-IDPP00C481/myaccount/identity/INC/antibot7.php, 1
http://buddinosaur.com/wp-admin/signin/customer_center/customer-IDPP00C481/indexx.php, 1
http://buddinosaur.com/wp-admin/signin/customer_center/customer-IDPP00C481/index.php, 1
https://jakobaklrsation.info/wp-includes/signin.php?cmd=_chase-signin=&amp;53c86079deba978baf00cce532ee6f07=&amp;dispatch=b8d54d3c865ee910f358e221873b6c8d3a226cd6, 1
http://willowok.buzz/AllFilesDocs/FBG/, 1
http://pesotumil.buzz/HostNotesFile/FBG/, 1
http://maxbassnd.buzz/FileNotesSecure/FBG/, 1
http://kareemclub.buzz/hendo/documentssharedforoffice/KB/, 1
http://joanridge.buzz/NetFileNotes/FBG/, 1
https://clientesitau.com/Empresas/web/control.php, 1
http://interiordesignersmumbai.in/wwpp11/0ffice0nlineVerificati0n/, 1
http://collierswv.buzz/clauseelectric/FBG/, 1
https://mamaetododia.com/wp-includes/acesso/30horas/online/?cli=3D3DClien, 1
http://clientesitau.com/Empresas/web/control.php, 1
http://mesdoconsumidoroferta.com/6akloia01744a577004/m_produto.php?o-de-panelas-tramontina-antiaderente-de-aluminio-vermelho-10-pecas-turim-20298-722/p/144129900/ud/panl/&amp;id=1, 1
https://czglam.com/a/login.php?cmd=login_submit&amp;id=b07a6c7650aeed87508b6437ee134a92b07a6c7650aeed87508b6437ee134a92&amp;session=b07a6c7650aeed87508b6437ee134a92b07a6c7650aeed87508b6437ee134a92, 1
